343,556,26.38,61.69,84,38,0,2,0,module 4 
236,260,39.33,90.77,97,20,4,2,0,module 4
28,65,5.6,43.08,16,2,0,0,0,module 6
70,87,11.67,80.46,23,1,5,0,0,module 6
248,357,20.67,69.47,64,20,7,1,0,"module 1,3and 4"
332,459,47.43,72.33,71,30,1,3,0,module 4
25,45,25,55.56,16,1,0,0,0,module 6 
9,9,4.5,100,8,2,0,0,0,module 6
9,46,4.5,19.57,8,1,0,0,0,module 6
25,29,25,86.21,25,3,0,0,0,module 6
7,5,7,140,6,0,1,0,0,module 4
515,552,103,93.3,143,51,10,3,1,module 4
49,63,12.25,77.78,29,5,0,0,0,module 4
83,101,27.67,82.18,58,7,2,1,0,module 1 and 2
43,65,14.33,66.15,23,4,2,0,0,module 6
37,23,18.5,160.87,35,7,0,0,0,module 4
10,27,5,37.04,10,0,0,0,0,module 6
1207,1029,63.53,117.3,162,121,37,6,4,module 1 and 2
203,273,22.56,74.36,62,23,0,1,0,module 4
336,361,42,93.07,113,36,9,3,1,module 4
44,88,4.89,50,15,3,0,0,0,module 6
6,13,6,46.15,5,0,0,0,0,module 6
84,174,10.5,48.28,28,4,1,0,0,module 6
10,11,10,90.91,9,1,0,0,0,module 6
38,57,19,66.67,28,5,0,0,0,module 6
861,823,43.05,104.62,149,114,17,6,1,module 4
64,67,32,95.52,37,7,2,0,0,module 4
584,699,34.35,83.55,113,45,13,2,1,module 4
192,143,19.2,134.27,49,12,15,0,0,module 4
10,34,3.33,29.41,8,1,0,0,0,module 6
7,25,7,28,7,0,0,0,0,module 6
26,32,13,81.25,26,4,0,0,0,module 6
19,30,9.5,63.33,17,0,1,0,0,module 6
1,5,1,20,1,0,0,0,0,module 6
20,60,6.67,33.33,13,0,1,0,0,module 6
36,99,6,36.36,19,1,0,0,0,module 6
128,151,14.22,84.77,35,12,3,0,0,module 4
28,24,9.33,116.67,14,5,1,0,0,module 6
99,144,33,68.75,37,8,0,0,0,"module 1,2 and 4"
107,136,21.4,78.68,47,8,1,0,0,module 4
51,45,51,113.33,51,6,1,1,0,module 6
271,404,22.58,67.08,93,31,1,2,0,module 4
117,140,117,83.57,64,10,3,1,0,module 4
199,198,33.17,100.51,85,25,3,1,0,module 4
787,801,43.72,98.25,153,73,24,4,3,module 4
